fold,train_end,Date,actual_revenue,prediction_raw
fold1_2020H2-2021,2020-06-30,2020-08-02,5345584.67,3605150.3340583486
fold1_2020H2-2021,2020-06-30,2020-08-03,4397713.48,3601393.3891183287
fold1_2020H2-2021,2020-06-30,2020-08-04,3298352.62,2159122.93603859
fold1_2020H2-2021,2020-06-30,2020-08-05,2223462.81,1957951.5603669733
fold1_2020H2-2021,2020-06-30,2020-08-06,2991469.99,2760193.015800166
fold1_2020H2-2021,2020-06-30,2020-08-07,3277756.91,2239950.9080544035
fold1_2020H2-2021,2020-06-30,2020-08-08,2449651.51,1454381.1138725954
fold1_2020H2-2021,2020-06-30,2020-08-09,2935305.67,1658057.621120898
fold1_2020H2-2021,2020-06-30,2020-08-10,2914723.92,2083202.6080225154
fold1_2020H2-2021,2020-06-30,2020-08-11,2533038.45,2182378.0642221128
fold1_2020H2-2021,2020-06-30,2020-08-12,4245177.97,2377542.3220486525
fold1_2020H2-2021,2020-06-30,2020-08-13,3438121.83,2886639.001042924
fold1_2020H2-2021,2020-06-30,2020-08-14,3685522.51,2711410.554032374
fold1_2020H2-2021,2020-06-30,2020-08-15,2556409.43,2153334.931839733
fold1_2020H2-2021,2020-06-30,2020-08-16,2596444.46,2236134.4486229676
fold1_2020H2-2021,2020-06-30,2020-08-17,3646382.12,2253773.548716791
fold1_2020H2-2021,2020-06-30,2020-08-18,3240488.83,2446338.582941424
fold1_2020H2-2021,2020-06-30,2020-08-19,3279887.27,3143017.3862907235
fold1_2020H2-2021,2020-06-30,2020-08-20,3569013.59,3224086.74105733
fold1_2020H2-2021,2020-06-30,2020-08-21,3939388.46,2797121.021552572
fold1_2020H2-2021,2020-06-30,2020-08-22,2465099.71,2497842.690707049
fold1_2020H2-2021,2020-06-30,2020-08-23,2832425.22,2120785.721818436
fold1_2020H2-2021,2020-06-30,2020-08-24,3217603.07,2185513.756730035
fold1_2020H2-2021,2020-06-30,2020-08-25,2428315.18,2096312.001848688
fold1_2020H2-2021,2020-06-30,2020-08-26,3194953.82,3277776.1997099556
fold1_2020H2-2021,2020-06-30,2020-08-27,4445347.68,3783663.7498711213
fold1_2020H2-2021,2020-06-30,2020-08-28,7296538.72,4811204.3476411
fold1_2020H2-2021,2020-06-30,2020-08-29,7517051.79,4184763.1084663696
fold1_2020H2-2021,2020-06-30,2020-08-30,8480394.59,5044123.607415604
fold1_2020H2-2021,2020-06-30,2020-08-31,7490849.71,5192967.997703455
fold1_2020H2-2021,2020-06-30,2020-09-01,6047477.92,2573601.2018721798
fold1_2020H2-2021,2020-06-30,2020-09-02,1434923.77,1507436.6402380692
fold1_2020H2-2021,2020-06-30,2020-09-03,1557705.54,1065309.701388496
fold1_2020H2-2021,2020-06-30,2020-09-04,1425115.38,1430103.2068380772
fold1_2020H2-2021,2020-06-30,2020-09-05,1581867.47,1938626.5756059391
fold1_2020H2-2021,2020-06-30,2020-09-06,2654105.11,1831468.2407015555
fold1_2020H2-2021,2020-06-30,2020-09-07,2479133.84,2287960.182381541
fold1_2020H2-2021,2020-06-30,2020-09-08,2542645.13,2265411.873715259
fold1_2020H2-2021,2020-06-30,2020-09-09,1979410.07,2148489.8674263153
fold1_2020H2-2021,2020-06-30,2020-09-10,3146008.14,2175098.906104263
fold1_2020H2-2021,2020-06-30,2020-09-11,1990335.39,2032334.6335171182
fold1_2020H2-2021,2020-06-30,2020-09-12,2806228.3,2441351.2405005726
fold1_2020H2-2021,2020-06-30,2020-09-13,2240095.92,2622451.069134552
fold1_2020H2-2021,2020-06-30,2020-09-14,2832905.03,2636736.1580911158
fold1_2020H2-2021,2020-06-30,2020-09-15,2914536.51,2431285.312741992
fold1_2020H2-2021,2020-06-30,2020-09-16,1994638.41,2178161.2576232455
fold1_2020H2-2021,2020-06-30,2020-09-17,1827659.24,2202453.992881564
fold1_2020H2-2021,2020-06-30,2020-09-18,2600220.08,2332615.2065592194
fold1_2020H2-2021,2020-06-30,2020-09-19,1806587.98,2126592.4340662654
fold1_2020H2-2021,2020-06-30,2020-09-20,2334885.81,2476492.711645072
fold1_2020H2-2021,2020-06-30,2020-09-21,3082015.84,3120618.553675222
fold1_2020H2-2021,2020-06-30,2020-09-22,2827707.7,2392178.2657595216
fold1_2020H2-2021,2020-06-30,2020-09-23,2254030.17,2474887.3711313424
fold1_2020H2-2021,2020-06-30,2020-09-24,2021614.99,2568609.4120519045
fold1_2020H2-2021,2020-06-30,2020-09-25,2587034.31,2521614.84574344
fold1_2020H2-2021,2020-06-30,2020-09-26,2219447.23,3241647.9086637334
fold1_2020H2-2021,2020-06-30,2020-09-27,3907778.93,3927413.0315889637
fold1_2020H2-2021,2020-06-30,2020-09-28,4681424.38,3864080.40352735
fold1_2020H2-2021,2020-06-30,2020-09-29,3862957.51,3249890.153127654
fold1_2020H2-2021,2020-06-30,2020-09-30,3185317.6,2861786.165524762
fold1_2020H2-2021,2020-06-30,2020-10-01,2053948.94,1515105.4066454268
fold1_2020H2-2021,2020-06-30,2020-10-02,844947.12,1220212.5047841268
fold1_2020H2-2021,2020-06-30,2020-10-03,1819620.17,1313553.7319865169
fold1_2020H2-2021,2020-06-30,2020-10-04,1305849.84,1793921.640995916
fold1_2020H2-2021,2020-06-30,2020-10-05,1476045.28,1909788.887788692
fold1_2020H2-2021,2020-06-30,2020-10-06,2225510.95,1684861.0887593434
fold1_2020H2-2021,2020-06-30,2020-10-07,2084609.48,1357622.7432369306
fold1_2020H2-2021,2020-06-30,2020-10-08,1798621.9,1164519.079570977
fold1_2020H2-2021,2020-06-30,2020-10-09,1682037.65,1355653.257901675
fold1_2020H2-2021,2020-06-30,2020-10-10,2023437.43,1439470.9212420739
fold1_2020H2-2021,2020-06-30,2020-10-11,1446988.51,1618169.0132439646
fold1_2020H2-2021,2020-06-30,2020-10-12,1856496.7,1990728.2617844688
fold1_2020H2-2021,2020-06-30,2020-10-13,3071390.97,1834785.657227104
fold1_2020H2-2021,2020-06-30,2020-10-14,2627129.58,1663160.29632707
fold1_2020H2-2021,2020-06-30,2020-10-15,1826480.99,1425113.171833057
fold1_2020H2-2021,2020-06-30,2020-10-16,2213689.11,1369527.0300376825
fold1_2020H2-2021,2020-06-30,2020-10-17,2024181.52,1476331.4858865784
fold1_2020H2-2021,2020-06-30,2020-10-18,2416150.55,1985455.4700837168
fold1_2020H2-2021,2020-06-30,2020-10-19,1798941.77,2488021.587568905
fold1_2020H2-2021,2020-06-30,2020-10-20,2361849.87,2414624.5608886136
fold1_2020H2-2021,2020-06-30,2020-10-21,2168284.88,1950130.8877144866
fold1_2020H2-2021,2020-06-30,2020-10-22,2384359.77,1675586.4614985394
fold1_2020H2-2021,2020-06-30,2020-10-23,1313373.58,1872139.754928353
fold1_2020H2-2021,2020-06-30,2020-10-24,2435210.66,2015042.695333097
fold1_2020H2-2021,2020-06-30,2020-10-25,2045855.5,2372285.564088915
fold1_2020H2-2021,2020-06-30,2020-10-26,2383306.02,2503088.7639147104
fold1_2020H2-2021,2020-06-30,2020-10-27,3242319.66,2871532.9850731906
fold1_2020H2-2021,2020-06-30,2020-10-28,4138715.4,2979383.082444583
fold1_2020H2-2021,2020-06-30,2020-10-29,3361148.04,2888174.6838640966
fold1_2020H2-2021,2020-06-30,2020-10-30,2606337.42,2809603.3533680583
fold1_2020H2-2021,2020-06-30,2020-10-31,3099623.67,2623207.7087686285
fold1_2020H2-2021,2020-06-30,2020-11-01,2000351.9,1629373.639236944
fold1_2020H2-2021,2020-06-30,2020-11-02,1609265.54,1338437.983539961
fold1_2020H2-2021,2020-06-30,2020-11-03,1148970.3,1172683.1085444235
fold1_2020H2-2021,2020-06-30,2020-11-04,1475675.48,1310091.7543354677
fold1_2020H2-2021,2020-06-30,2020-11-05,1340308.97,1284672.8198807803
fold1_2020H2-2021,2020-06-30,2020-11-06,717152.89,1309858.5984344308
fold1_2020H2-2021,2020-06-30,2020-11-07,1261006.58,1191894.64050571
fold1_2020H2-2021,2020-06-30,2020-11-08,1462906.75,1413835.800047693
fold1_2020H2-2021,2020-06-30,2020-11-09,1841341.67,2022070.3721139024
fold1_2020H2-2021,2020-06-30,2020-11-10,1423817.05,1852484.0076376973
fold1_2020H2-2021,2020-06-30,2020-11-11,1850484.56,1835388.773024903
fold1_2020H2-2021,2020-06-30,2020-11-12,1742209.81,2011823.8122916385
fold1_2020H2-2021,2020-06-30,2020-11-13,1874908.56,1698709.8073313793
fold1_2020H2-2021,2020-06-30,2020-11-14,1505407.33,1710118.7912310208
fold1_2020H2-2021,2020-06-30,2020-11-15,1822943.34,1801686.8354623201
fold1_2020H2-2021,2020-06-30,2020-11-16,1677772.33,1845038.2430815639
fold1_2020H2-2021,2020-06-30,2020-11-17,1698265.63,1639153.5056074604
fold1_2020H2-2021,2020-06-30,2020-11-18,1708292.62,1390062.3499552924
fold1_2020H2-2021,2020-06-30,2020-11-19,1389140.38,1322830.6130833093
fold1_2020H2-2021,2020-06-30,2020-11-20,1761075.99,1342909.8387825703
fold1_2020H2-2021,2020-06-30,2020-11-21,1277317.49,1404314.7698034034
fold1_2020H2-2021,2020-06-30,2020-11-22,1402812.95,1348545.6243080562
fold1_2020H2-2021,2020-06-30,2020-11-23,1254495.47,1325455.226006741
fold1_2020H2-2021,2020-06-30,2020-11-24,1234768.03,1397768.771549065
fold1_2020H2-2021,2020-06-30,2020-11-25,1016787.85,1471498.8524484087
fold1_2020H2-2021,2020-06-30,2020-11-26,1003033.14,1606024.971609304
fold1_2020H2-2021,2020-06-30,2020-11-27,2064673.72,1751590.2347058698
fold1_2020H2-2021,2020-06-30,2020-11-28,2102733.52,1630533.288960079
fold1_2020H2-2021,2020-06-30,2020-11-29,1696662.48,1788647.5352389752
fold1_2020H2-2021,2020-06-30,2020-11-30,1376299.12,1579404.8621587432
fold1_2020H2-2021,2020-06-30,2020-12-01,1160032.88,976776.621094503
fold1_2020H2-2021,2020-06-30,2020-12-02,370653.23,905528.6226402478
fold1_2020H2-2021,2020-06-30,2020-12-03,528608.48,686494.6229991502
fold1_2020H2-2021,2020-06-30,2020-12-04,645703.05,941769.2409326169
fold1_2020H2-2021,2020-06-30,2020-12-05,653591.96,743309.0683067864
fold1_2020H2-2021,2020-06-30,2020-12-06,755648.75,858719.7653694521
fold1_2020H2-2021,2020-06-30,2020-12-07,832522.38,1009483.4363037451
fold1_2020H2-2021,2020-06-30,2020-12-08,1297656.34,1056612.6362537479
fold1_2020H2-2021,2020-06-30,2020-12-09,1154833.63,852769.4290798383
fold1_2020H2-2021,2020-06-30,2020-12-10,696601.42,830741.1988950521
fold1_2020H2-2021,2020-06-30,2020-12-11,708701.4,1167559.8388301556
fold1_2020H2-2021,2020-06-30,2020-12-12,1122552.93,1117640.023029957
fold1_2020H2-2021,2020-06-30,2020-12-13,937152.62,1173219.3202317418
fold1_2020H2-2021,2020-06-30,2020-12-14,1601200.69,1287858.747861141
fold1_2020H2-2021,2020-06-30,2020-12-15,1355809.66,1440966.8215711839
fold1_2020H2-2021,2020-06-30,2020-12-16,1368150.26,1201791.1919848763
fold1_2020H2-2021,2020-06-30,2020-12-17,1104685.57,930587.6565506663
fold1_2020H2-2021,2020-06-30,2020-12-18,1251306.12,1237941.0060039253
fold1_2020H2-2021,2020-06-30,2020-12-19,1648432.09,1459956.1631383558
fold1_2020H2-2021,2020-06-30,2020-12-20,1777867.4,1454594.0470870032
fold1_2020H2-2021,2020-06-30,2020-12-21,2040125.86,1692044.3243960834
fold1_2020H2-2021,2020-06-30,2020-12-22,2050706.5,1362360.9749103202
fold1_2020H2-2021,2020-06-30,2020-12-23,1964805.24,1068581.8477358916
fold1_2020H2-2021,2020-06-30,2020-12-24,1223063.47,1037062.4013279155
fold1_2020H2-2021,2020-06-30,2020-12-25,1200258.49,1297011.8365718164
fold1_2020H2-2021,2020-06-30,2020-12-26,1099988.0,1443923.821137875
fold1_2020H2-2021,2020-06-30,2020-12-27,1517374.4,2210312.127223333
fold1_2020H2-2021,2020-06-30,2020-12-28,3627797.75,2867968.2336102575
fold1_2020H2-2021,2020-06-30,2020-12-29,2940732.69,2730200.070220211
fold1_2020H2-2021,2020-06-30,2020-12-30,2881135.64,2393612.4708200074
fold1_2020H2-2021,2020-06-30,2020-12-31,2153864.87,2109505.1171211973
fold1_2020H2-2021,2020-06-30,2021-01-01,1553431.51,1387838.4552816048
fold1_2020H2-2021,2020-06-30,2021-01-02,378420.41,484364.6664787206
fold1_2020H2-2021,2020-06-30,2021-01-03,677894.56,731392.1795429571
fold1_2020H2-2021,2020-06-30,2021-01-04,819877.04,924415.8983213472
fold1_2020H2-2021,2020-06-30,2021-01-05,1174326.91,1064931.7793037617
fold1_2020H2-2021,2020-06-30,2021-01-06,1114251.05,931888.3025489682
fold1_2020H2-2021,2020-06-30,2021-01-07,837846.02,850274.0082095047
fold1_2020H2-2021,2020-06-30,2021-01-08,1023293.14,879821.4925979902
fold1_2020H2-2021,2020-06-30,2021-01-09,853729.27,1067220.2721184164
fold1_2020H2-2021,2020-06-30,2021-01-10,1180728.66,948789.1164240907
fold1_2020H2-2021,2020-06-30,2021-01-11,1515387.6,1474885.2968040265
fold1_2020H2-2021,2020-06-30,2021-01-12,1062807.64,1358702.5349638883
fold1_2020H2-2021,2020-06-30,2021-01-13,1070756.5,1711386.8308538315
fold1_2020H2-2021,2020-06-30,2021-01-14,764427.24,1196598.9220032757
fold1_2020H2-2021,2020-06-30,2021-01-15,977003.78,1014939.6450386773
fold1_2020H2-2021,2020-06-30,2021-01-16,1185774.61,1162630.3899214559
fold1_2020H2-2021,2020-06-30,2021-01-17,1224098.2,1676688.6697935383
fold1_2020H2-2021,2020-06-30,2021-01-18,2502006.18,1387378.463689752
fold1_2020H2-2021,2020-06-30,2021-01-19,2011018.39,1324733.9289684645
fold1_2020H2-2021,2020-06-30,2021-01-20,1595354.2,1628168.121674366
fold1_2020H2-2021,2020-06-30,2021-01-21,1698207.91,1240520.281213631
fold1_2020H2-2021,2020-06-30,2021-01-22,1620041.5,1235505.145086107
fold1_2020H2-2021,2020-06-30,2021-01-23,1744298.27,1079457.3576974408
fold1_2020H2-2021,2020-06-30,2021-01-24,1862707.42,1764968.9177226548
fold1_2020H2-2021,2020-06-30,2021-01-25,2346216.5,1692782.9560334831
fold1_2020H2-2021,2020-06-30,2021-01-26,2993616.58,2067521.5419649072
fold1_2020H2-2021,2020-06-30,2021-01-27,2258351.94,2251766.087317046
fold1_2020H2-2021,2020-06-30,2021-01-28,2405871.45,2247667.702133552
fold1_2020H2-2021,2020-06-30,2021-01-29,2246568.53,2233998.12475617
fold1_2020H2-2021,2020-06-30,2021-01-30,2167603.39,2311983.922313818
fold1_2020H2-2021,2020-06-30,2021-01-31,1607178.02,2379263.5624460774
fold1_2020H2-2021,2020-06-30,2021-02-01,1551374.11,1884864.4551685145
fold1_2020H2-2021,2020-06-30,2021-02-02,958876.9,1213549.5426695407
fold1_2020H2-2021,2020-06-30,2021-02-03,1095535.11,1212163.6964369323
fold1_2020H2-2021,2020-06-30,2021-02-04,1345207.17,973538.2459644583
fold1_2020H2-2021,2020-06-30,2021-02-05,1749418.05,1213877.2022053455
fold1_2020H2-2021,2020-06-30,2021-02-06,1240787.91,1263536.545034791
fold1_2020H2-2021,2020-06-30,2021-02-07,1814367.53,1288807.2989226885
fold1_2020H2-2021,2020-06-30,2021-02-08,1325809.68,1673946.176635545
fold1_2020H2-2021,2020-06-30,2021-02-09,1448124.96,1684514.5654602242
fold1_2020H2-2021,2020-06-30,2021-02-10,1851743.73,1948578.9896718846
fold1_2020H2-2021,2020-06-30,2021-02-11,1689417.95,1527480.6750179145
fold1_2020H2-2021,2020-06-30,2021-02-12,1983824.96,1376118.29753245
fold1_2020H2-2021,2020-06-30,2021-02-13,1986462.63,1525639.9432608564
fold1_2020H2-2021,2020-06-30,2021-02-14,2942830.48,2193983.5237038922
fold1_2020H2-2021,2020-06-30,2021-02-15,3142099.08,2237165.78889121
fold1_2020H2-2021,2020-06-30,2021-02-16,1874868.49,2298963.796576124
fold1_2020H2-2021,2020-06-30,2021-02-17,2468895.03,2497176.9945180737
fold1_2020H2-2021,2020-06-30,2021-02-18,1729200.62,1985696.2997415997
fold1_2020H2-2021,2020-06-30,2021-02-19,2485137.46,1673694.835538665
fold1_2020H2-2021,2020-06-30,2021-02-20,2510521.11,2021283.4787057352
fold1_2020H2-2021,2020-06-30,2021-02-21,2673937.37,2387263.7722675474
fold1_2020H2-2021,2020-06-30,2021-02-22,3295922.4,2711839.868617929
fold1_2020H2-2021,2020-06-30,2021-02-23,4952064.84,2514115.166028089
fold1_2020H2-2021,2020-06-30,2021-02-24,2880648.13,3261769.8010741626
fold1_2020H2-2021,2020-06-30,2021-02-25,5675843.97,3155345.7874305043
fold1_2020H2-2021,2020-06-30,2021-02-26,3813868.44,2747348.0176941464
fold1_2020H2-2021,2020-06-30,2021-02-27,3241854.71,2566835.047384951
fold1_2020H2-2021,2020-06-30,2021-02-28,2348995.75,2643332.200596715
fold1_2020H2-2021,2020-06-30,2021-03-01,1942260.67,1115994.8143465277
fold1_2020H2-2021,2020-06-30,2021-03-02,679248.37,584695.705203262
fold1_2020H2-2021,2020-06-30,2021-03-03,1202803.22,599629.4517763318
fold1_2020H2-2021,2020-06-30,2021-03-04,2188811.67,1392645.0485908864
fold1_2020H2-2021,2020-06-30,2021-03-05,1350969.16,1891554.7150102307
fold1_2020H2-2021,2020-06-30,2021-03-06,1702498.76,1715533.943946731
fold1_2020H2-2021,2020-06-30,2021-03-07,2475099.15,1644175.1027172818
fold1_2020H2-2021,2020-06-30,2021-03-08,2765984.78,2005238.396369015
fold1_2020H2-2021,2020-06-30,2021-03-09,2910840.37,2444082.8751519504
fold1_2020H2-2021,2020-06-30,2021-03-10,2793536.43,2269221.448721931
fold1_2020H2-2021,2020-06-30,2021-03-11,4291688.17,2484213.7815106683
fold1_2020H2-2021,2020-06-30,2021-03-12,4134860.06,2780279.6963922717
fold1_2020H2-2021,2020-06-30,2021-03-13,2417371.88,2904101.0870880727
fold1_2020H2-2021,2020-06-30,2021-03-14,2889680.59,2868288.2045965893
fold1_2020H2-2021,2020-06-30,2021-03-15,3654509.31,2808037.6116360333
fold1_2020H2-2021,2020-06-30,2021-03-16,4008350.11,2841345.6414661896
fold1_2020H2-2021,2020-06-30,2021-03-17,4400411.89,3430373.97040356
fold1_2020H2-2021,2020-06-30,2021-03-18,5516765.31,3622328.210945531
fold1_2020H2-2021,2020-06-30,2021-03-19,3614457.51,3115443.2924563307
fold1_2020H2-2021,2020-06-30,2021-03-20,3232018.55,3338294.899973089
fold1_2020H2-2021,2020-06-30,2021-03-21,2822145.24,3231078.4891559132
fold1_2020H2-2021,2020-06-30,2021-03-22,3923103.49,3062549.19546508
fold1_2020H2-2021,2020-06-30,2021-03-23,4222620.69,3342741.6648435746
fold1_2020H2-2021,2020-06-30,2021-03-24,4003647.57,3914297.5794741954
fold1_2020H2-2021,2020-06-30,2021-03-25,4847687.37,4066978.0930224583
fold1_2020H2-2021,2020-06-30,2021-03-26,4034615.27,3613056.6994434814
fold1_2020H2-2021,2020-06-30,2021-03-27,3612774.77,3678253.252438751
fold1_2020H2-2021,2020-06-30,2021-03-28,3528929.89,3639109.6698343633
fold1_2020H2-2021,2020-06-30,2021-03-29,4090090.6,4193186.6581257223
fold1_2020H2-2021,2020-06-30,2021-03-30,10795905.35,6119692.634666132
fold1_2020H2-2021,2020-06-30,2021-03-31,9220320.43,6446284.575660501
fold1_2020H2-2021,2020-06-30,2021-04-01,9027075.84,5516817.325979084
fold1_2020H2-2021,2020-06-30,2021-04-02,7866035.23,4140508.499483743
fold1_2020H2-2021,2020-06-30,2021-04-03,7594752.42,3992092.56321807
fold1_2020H2-2021,2020-06-30,2021-04-04,1720555.46,2233279.0916459314
fold1_2020H2-2021,2020-06-30,2021-04-05,2665962.66,1802736.5384981767
fold1_2020H2-2021,2020-06-30,2021-04-06,2627509.32,1800906.1573683254
fold1_2020H2-2021,2020-06-30,2021-04-07,3504391.02,2096805.0174454744
fold1_2020H2-2021,2020-06-30,2021-04-08,3026850.22,2693384.1850484395
fold1_2020H2-2021,2020-06-30,2021-04-09,3110153.27,2599394.8979209936
fold1_2020H2-2021,2020-06-30,2021-04-10,2505766.01,2561291.382258262
fold1_2020H2-2021,2020-06-30,2021-04-11,2755337.37,3112699.459426504
fold1_2020H2-2021,2020-06-30,2021-04-12,3206411.87,2814143.6911587412
fold1_2020H2-2021,2020-06-30,2021-04-13,3231903.43,3124259.6728797904
fold1_2020H2-2021,2020-06-30,2021-04-14,5218947.03,3580356.2166906423
fold1_2020H2-2021,2020-06-30,2021-04-15,4270735.63,3186278.4662314025
fold1_2020H2-2021,2020-06-30,2021-04-16,3735241.12,3141173.4736327836
fold1_2020H2-2021,2020-06-30,2021-04-17,3800876.52,3106419.454391941
fold1_2020H2-2021,2020-06-30,2021-04-18,4448113.81,3217006.1592635014
fold1_2020H2-2021,2020-06-30,2021-04-19,3468512.12,3933316.454683511
fold1_2020H2-2021,2020-06-30,2021-04-20,4030055.78,3434275.595031766
fold1_2020H2-2021,2020-06-30,2021-04-21,5244905.44,3681977.3272032305
fold1_2020H2-2021,2020-06-30,2021-04-22,4635126.49,4118626.5443265177
fold1_2020H2-2021,2020-06-30,2021-04-23,2503702.41,3644227.4431962366
fold1_2020H2-2021,2020-06-30,2021-04-24,3966260.92,3277922.877055988
fold1_2020H2-2021,2020-06-30,2021-04-25,4545990.29,3475384.351138287
fold1_2020H2-2021,2020-06-30,2021-04-26,4718077.11,4176788.3604000066
fold1_2020H2-2021,2020-06-30,2021-04-27,5303542.87,4641183.4014489865
fold1_2020H2-2021,2020-06-30,2021-04-28,5606431.49,5609740.172942349
fold1_2020H2-2021,2020-06-30,2021-04-29,9535515.05,6027569.603817406
fold1_2020H2-2021,2020-06-30,2021-04-30,6962149.33,4407852.898654218
fold1_2020H2-2021,2020-06-30,2021-05-01,6555221.49,3891430.9683450833
fold1_2020H2-2021,2020-06-30,2021-05-02,5301495.07,3763765.714427031
fold1_2020H2-2021,2020-06-30,2021-05-03,3778243.02,3146193.4492043424
fold1_2020H2-2021,2020-06-30,2021-05-04,1930133.97,1610339.8152571416
fold1_2020H2-2021,2020-06-30,2021-05-05,2491751.76,1813372.840071532
fold1_2020H2-2021,2020-06-30,2021-05-06,3090364.98,2215642.5033260453
fold1_2020H2-2021,2020-06-30,2021-05-07,3099539.75,2449574.0568822837
fold1_2020H2-2021,2020-06-30,2021-05-08,2448108.31,2239956.6795778587
fold1_2020H2-2021,2020-06-30,2021-05-09,3801718.87,2013978.3929414724
fold1_2020H2-2021,2020-06-30,2021-05-10,3546216.71,2594582.759502403
fold1_2020H2-2021,2020-06-30,2021-05-11,3323078.36,2510282.454250894
fold1_2020H2-2021,2020-06-30,2021-05-12,4782841.68,2890963.6041982006
fold1_2020H2-2021,2020-06-30,2021-05-13,5666923.8,3208799.0780681414
fold1_2020H2-2021,2020-06-30,2021-05-14,5250104.11,3244670.5316331564
fold1_2020H2-2021,2020-06-30,2021-05-15,3858160.76,3159674.141558594
fold1_2020H2-2021,2020-06-30,2021-05-16,3981359.06,3043000.806796415
fold1_2020H2-2021,2020-06-30,2021-05-17,4684806.7,3286840.541985308
fold1_2020H2-2021,2020-06-30,2021-05-18,3549112.31,2832282.8763182173
fold1_2020H2-2021,2020-06-30,2021-05-19,4795038.58,2711477.158227344
fold1_2020H2-2021,2020-06-30,2021-05-20,5057797.75,3583065.662260428
fold1_2020H2-2021,2020-06-30,2021-05-21,5434543.62,3331440.5969557595
fold1_2020H2-2021,2020-06-30,2021-05-22,4310539.38,3285156.85765263
fold1_2020H2-2021,2020-06-30,2021-05-23,3846392.54,3279911.5270902254
fold1_2020H2-2021,2020-06-30,2021-05-24,3987573.28,3432918.662346295
fold1_2020H2-2021,2020-06-30,2021-05-25,3822459.48,2799929.2069936786
fold1_2020H2-2021,2020-06-30,2021-05-26,4915453.17,3278341.518405979
fold1_2020H2-2021,2020-06-30,2021-05-27,7320510.07,3626417.788291342
fold1_2020H2-2021,2020-06-30,2021-05-28,6925957.27,4423377.600860216
fold1_2020H2-2021,2020-06-30,2021-05-29,4630943.52,4263897.824119037
fold1_2020H2-2021,2020-06-30,2021-05-30,8887935.6,5048852.616469013
fold1_2020H2-2021,2020-06-30,2021-05-31,7996369.9,5065565.752401044
fold1_2020H2-2021,2020-06-30,2021-06-01,7479521.04,5197798.272099405
fold1_2020H2-2021,2020-06-30,2021-06-02,6960798.21,4121904.6104050945
fold1_2020H2-2021,2020-06-30,2021-06-03,6367799.03,3277131.3091023313
fold1_2020H2-2021,2020-06-30,2021-06-04,2524112.16,2231119.119844957
fold1_2020H2-2021,2020-06-30,2021-06-05,2884765.01,2084702.9736828234
fold1_2020H2-2021,2020-06-30,2021-06-06,3795966.84,2185449.0040341523
fold1_2020H2-2021,2020-06-30,2021-06-07,3757477.99,2270326.523081719
fold1_2020H2-2021,2020-06-30,2021-06-08,3948452.32,2604522.101573811
fold1_2020H2-2021,2020-06-30,2021-06-09,3733884.76,3196517.3650927767
